"Location","applicant_race_ethnicity","loan_failed","total_loans","debt_to_income_ratio_bracket","income_bracket","denial_rate"
"RI","Non-Hispanic Black",0,5,"50%-60%","$150k to $200k",999
"RI","Non-Hispanic Black",0,3,"50%-60%","$200k to $250k",999
"RI","Non-Hispanic Black",34,289,"50%-60%","$50k to $100k",0.117647058823529
"RI","Non-Hispanic White",10,310,"<20%","$100k to $150k",0.032258064516129
"RI","Non-Hispanic White",10,265,"<20%","$150k to $200k",0.0377358490566038
"RI","Non-Hispanic White",6,166,"<20%","$200k to $250k",0.036144578313253
"RI","Non-Hispanic White",18,193,"<20%","$50k to $100k",0.0932642487046632
"RI","Non-Hispanic White",51,1527,"20%-29%","$100k to $150k",0.0333988212180747
"RI","Non-Hispanic White",22,675,"20%-29%","$150k to $200k",0.0325925925925926
"RI","Non-Hispanic White",16,299,"20%-29%","$200k to $250k",0.0535117056856187
"RI","Non-Hispanic White",80,1668,"20%-29%","$50k to $100k",0.0479616306954436
"RI","Non-Hispanic White",93,2199,"30%-39%","$100k to $150k",0.0422919508867667
"RI","Non-Hispanic White",29,792,"30%-39%","$150k to $200k",0.0366161616161616
"RI","Non-Hispanic White",11,330,"30%-39%","$200k to $250k",0.0333333333333333
"RI","Non-Hispanic White",205,4347,"30%-39%","$50k to $100k",0.0471589602024385
"RI","Non-Hispanic White",78,1746,"40%-49%","$100k to $150k",0.0446735395189003
"RI","Non-Hispanic White",23,544,"40%-49%","$150k to $200k",0.0422794117647059
"RI","Non-Hispanic White",12,190,"40%-49%","$200k to $250k",0.0631578947368421
"RI","Non-Hispanic White",319,5664,"40%-49%","$50k to $100k",0.0563206214689266
"RI","Non-Hispanic White",36,285,"50%-60%","$100k to $150k",0.126315789473684
"RI","Non-Hispanic White",11,62,"50%-60%","$150k to $200k",999
"RI","Non-Hispanic White",3,18,"50%-60%","$200k to $250k",999
"RI","Non-Hispanic White",187,1637,"50%-60%","$50k to $100k",0.114233353695785
"SC","Hispanic or Latino",37,156,"<20%","$100k to $150k",0.237179487179487
"SC","Hispanic or Latino",8,75,"<20%","$150k to $200k",999
"SC","Hispanic or Latino",8,36,"<20%","$200k to $250k",999
"SC","Hispanic or Latino",113,304,"<20%","$50k to $100k",0.371710526315789
"SC","Hispanic or Latino",25,347,"20%-29%","$100k to $150k",0.0720461095100865
"SC","Hispanic or Latino",4,114,"20%-29%","$150k to $200k",0.0350877192982456
"SC","Hispanic or Latino",4,38,"20%-29%","$200k to $250k",999
"SC","Hispanic or Latino",155,1036,"20%-29%","$50k to $100k",0.1496138996139
"SC","Hispanic or Latino",45,463,"30%-39%","$100k to $150k",0.0971922246220302
"SC","Hispanic or Latino",11,125,"30%-39%","$150k to $200k",0.088
"SC","Hispanic or Latino",4,46,"30%-39%","$200k to $250k",999
"SC","Hispanic or Latino",237,1976,"30%-39%","$50k to $100k",0.119939271255061
"SC","Hispanic or Latino",37,416,"40%-49%","$100k to $150k",0.0889423076923077
"SC","Hispanic or Latino",8,105,"40%-49%","$150k to $200k",0.0761904761904762
"SC","Hispanic or Latino",1,23,"40%-49%","$200k to $250k",999
"SC","Hispanic or Latino",242,2147,"40%-49%","$50k to $100k",0.112715416860736
"SC","Hispanic or Latino",25,84,"50%-60%","$100k to $150k",999
"SC","Hispanic or Latino",5,16,"50%-60%","$150k to $200k",999
"SC","Hispanic or Latino",0,3,"50%-60%","$200k to $250k",999
"SC","Hispanic or Latino",137,657,"50%-60%","$50k to $100k",0.208523592085236
"SC","Non-Hispanic Asian",8,136,"<20%","$100k to $150k",0.0588235294117647
"SC","Non-Hispanic Asian",2,67,"<20%","$150k to $200k",999
"SC","Non-Hispanic Asian",3,56,"<20%","$200k to $250k",999
"SC","Non-Hispanic Asian",12,102,"<20%","$50k to $100k",0.117647058823529
"SC","Non-Hispanic Asian",22,385,"20%-29%","$100k to $150k",0.0571428571428571
"SC","Non-Hispanic Asian",4,85,"20%-29%","$150k to $200k",999
"SC","Non-Hispanic Asian",3,54,"20%-29%","$200k to $250k",999
"SC","Non-Hispanic Asian",26,472,"20%-29%","$50k to $100k",0.0550847457627119
"SC","Non-Hispanic Asian",19,357,"30%-39%","$100k to $150k",0.0532212885154062
"SC","Non-Hispanic Asian",4,98,"30%-39%","$150k to $200k",999
"SC","Non-Hispanic Asian",1,45,"30%-39%","$200k to $250k",999
"SC","Non-Hispanic Asian",57,726,"30%-39%","$50k to $100k",0.0785123966942149
"SC","Non-Hispanic Asian",12,226,"40%-49%","$100k to $150k",0.0530973451327434
"SC","Non-Hispanic Asian",6,70,"40%-49%","$150k to $200k",999
"SC","Non-Hispanic Asian",0,19,"40%-49%","$200k to $250k",999
"SC","Non-Hispanic Asian",75,779,"40%-49%","$50k to $100k",0.0962772785622593
"SC","Non-Hispanic Asian",3,25,"50%-60%","$100k to $150k",999
"SC","Non-Hispanic Asian",3,7,"50%-60%","$150k to $200k",999
"SC","Non-Hispanic Asian",2,2,"50%-60%","$200k to $250k",999
"SC","Non-Hispanic Asian",39,152,"50%-60%","$50k to $100k",0.256578947368421
"SC","Non-Hispanic Black",130,249,"<20%","$100k to $150k",0.522088353413655
"SC","Non-Hispanic Black",39,97,"<20%","$150k to $200k",999
"SC","Non-Hispanic Black",17,39,"<20%","$200k to $250k",999
"SC","Non-Hispanic Black",527,845,"<20%","$50k to $100k",0.623668639053254
"SC","Non-Hispanic Black",135,659,"20%-29%","$100k to $150k",0.204855842185129
"SC","Non-Hispanic Black",26,174,"20%-29%","$150k to $200k",0.149425287356322
"SC","Non-Hispanic Black",3,74,"20%-29%","$200k to $250k",999
"SC","Non-Hispanic Black",906,2724,"20%-29%","$50k to $100k",0.332599118942731
"SC","Non-Hispanic Black",147,1085,"30%-39%","$100k to $150k",0.135483870967742
"SC","Non-Hispanic Black",25,260,"30%-39%","$150k to $200k",0.0961538461538462
"SC","Non-Hispanic Black",6,75,"30%-39%","$200k to $250k",999
"SC","Non-Hispanic Black",1354,6020,"30%-39%","$50k to $100k",0.224916943521595
"SC","Non-Hispanic Black",142,1083,"40%-49%","$100k to $150k",0.131117266851339
"SC","Non-Hispanic Black",28,206,"40%-49%","$150k to $200k",0.135922330097087
"SC","Non-Hispanic Black",4,51,"40%-49%","$200k to $250k",999
"SC","Non-Hispanic Black",1356,7205,"40%-49%","$50k to $100k",0.188202637057599
"SC","Non-Hispanic Black",68,442,"50%-60%","$100k to $150k",0.153846153846154
"SC","Non-Hispanic Black",12,56,"50%-60%","$150k to $200k",999
"SC","Non-Hispanic Black",0,14,"50%-60%","$200k to $250k",999
"SC","Non-Hispanic Black",835,3159,"50%-60%","$50k to $100k",0.264324153213042
"SC","Non-Hispanic White",291,3342,"<20%","$100k to $150k",0.0870736086175943
"SC","Non-Hispanic White",95,1675,"<20%","$150k to $200k",0.0567164179104478
"SC","Non-Hispanic White",62,856,"<20%","$200k to $250k",0.0724299065420561
"SC","Non-Hispanic White",876,4615,"<20%","$50k to $100k",0.189815817984832
"SC","Non-Hispanic White",428,8205,"20%-29%","$100k to $150k",0.0521633150517977
"SC","Non-Hispanic White",128,3310,"20%-29%","$150k to $200k",0.0386706948640483
"SC","Non-Hispanic White",58,1434,"20%-29%","$200k to $250k",0.0404463040446304
"SC","Non-Hispanic White",1501,16902,"20%-29%","$50k to $100k",0.0888060584546208
"SC","Non-Hispanic White",533,10482,"30%-39%","$100k to $150k",0.0508490746040832
"SC","Non-Hispanic White",150,3560,"30%-39%","$150k to $200k",0.0421348314606742
"SC","Non-Hispanic White",69,1438,"30%-39%","$200k to $250k",0.0479833101529903
"SC","Non-Hispanic White",2196,28648,"30%-39%","$50k to $100k",0.0766545657637531
"SC","Non-Hispanic White",488,8340,"40%-49%","$100k to $150k",0.0585131894484412
"SC","Non-Hispanic White",125,2417,"40%-49%","$150k to $200k",0.0517170045510964
"SC","Non-Hispanic White",50,802,"40%-49%","$200k to $250k",0.0623441396508728
"SC","Non-Hispanic White",2206,28250,"40%-49%","$50k to $100k",0.0780884955752212
"SC","Non-Hispanic White",237,1207,"50%-60%","$100k to $150k",0.196354598177299
"SC","Non-Hispanic White",50,241,"50%-60%","$150k to $200k",0.20746887966805
"SC","Non-Hispanic White",20,58,"50%-60%","$200k to $250k",999
"SC","Non-Hispanic White",1078,6333,"50%-60%","$50k to $100k",0.170219485236065
"SD","Hispanic or Latino",1,6,"<20%","$100k to $150k",999
"SD","Hispanic or Latino",1,2,"<20%","$150k to $200k",999
"SD","Hispanic or Latino",0,1,"<20%","$200k to $250k",999
"SD","Hispanic or Latino",10,27,"<20%","$50k to $100k",999
"SD","Hispanic or Latino",1,23,"20%-29%","$100k to $150k",999
"SD","Hispanic or Latino",0,9,"20%-29%","$150k to $200k",999
"SD","Hispanic or Latino",0,5,"20%-29%","$200k to $250k",999
"SD","Hispanic or Latino",8,72,"20%-29%","$50k to $100k",999
"SD","Hispanic or Latino",2,42,"30%-39%","$100k to $150k",999
"SD","Hispanic or Latino",0,2,"30%-39%","$150k to $200k",999
"SD","Hispanic or Latino",0,2,"30%-39%","$200k to $250k",999
"SD","Hispanic or Latino",13,156,"30%-39%","$50k to $100k",0.0833333333333333
"SD","Hispanic or Latino",0,25,"40%-49%","$100k to $150k",999
"SD","Hispanic or Latino",2,9,"40%-49%","$150k to $200k",999
"SD","Hispanic or Latino",0,2,"40%-49%","$200k to $250k",999
"SD","Hispanic or Latino",15,177,"40%-49%","$50k to $100k",0.0847457627118644
"SD","Hispanic or Latino",0,2,"50%-60%","$100k to $150k",999
"SD","Hispanic or Latino",11,56,"50%-60%","$50k to $100k",999
"SD","Non-Hispanic Asian",0,4,"<20%","$100k to $150k",999
"SD","Non-Hispanic Asian",0,1,"<20%","$150k to $200k",999
"SD","Non-Hispanic Asian",0,1,"<20%","$200k to $250k",999
"SD","Non-Hispanic Asian",0,2,"<20%","$50k to $100k",999
"SD","Non-Hispanic Asian",0,8,"20%-29%","$100k to $150k",999
"SD","Non-Hispanic Asian",1,4,"20%-29%","$150k to $200k",999
"SD","Non-Hispanic Asian",0,1,"20%-29%","$200k to $250k",999
"SD","Non-Hispanic Asian",3,36,"20%-29%","$50k to $100k",999
"SD","Non-Hispanic Asian",0,19,"30%-39%","$100k to $150k",999
"SD","Non-Hispanic Asian",0,6,"30%-39%","$150k to $200k",999
"SD","Non-Hispanic Asian",0,4,"30%-39%","$200k to $250k",999
"SD","Non-Hispanic Asian",2,77,"30%-39%","$50k to $100k",999
"SD","Non-Hispanic Asian",0,13,"40%-49%","$100k to $150k",999
"SD","Non-Hispanic Asian",0,5,"40%-49%","$150k to $200k",999
"SD","Non-Hispanic Asian",2,63,"40%-49%","$50k to $100k",999
"SD","Non-Hispanic Asian",0,1,"50%-60%","$100k to $150k",999
"SD","Non-Hispanic Asian",2,3,"50%-60%","$150k to $200k",999
"SD","Non-Hispanic Asian",3,23,"50%-60%","$50k to $100k",999
"SD","Non-Hispanic Black",0,4,"<20%","$100k to $150k",999
"SD","Non-Hispanic Black",0,1,"<20%","$200k to $250k",999
"SD","Non-Hispanic Black",0,2,"<20%","$50k to $100k",999
"SD","Non-Hispanic Black",1,10,"20%-29%","$100k to $150k",999
"SD","Non-Hispanic Black",0,4,"20%-29%","$150k to $200k",999
"SD","Non-Hispanic Black",0,1,"20%-29%","$200k to $250k",999
"SD","Non-Hispanic Black",2,32,"20%-29%","$50k to $100k",999
"SD","Non-Hispanic Black",1,12,"30%-39%","$100k to $150k",999
"SD","Non-Hispanic Black",0,1,"30%-39%","$150k to $200k",999
"SD","Non-Hispanic Black",0,1,"30%-39%","$200k to $250k",999
"SD","Non-Hispanic Black",4,77,"30%-39%","$50k to $100k",999
"SD","Non-Hispanic Black",0,7,"40%-49%","$100k to $150k",999
"SD","Non-Hispanic Black",0,2,"40%-49%","$200k to $250k",999
"SD","Non-Hispanic Black",5,82,"40%-49%","$50k to $100k",999
"SD","Non-Hispanic Black",1,26,"50%-60%","$50k to $100k",999
"SD","Non-Hispanic White",20,396,"<20%","$100k to $150k",0.0505050505050505
"SD","Non-Hispanic White",8,168,"<20%","$150k to $200k",0.0476190476190476
"SD","Non-Hispanic White",5,103,"<20%","$200k to $250k",0.0485436893203883
"SD","Non-Hispanic White",57,525,"<20%","$50k to $100k",0.108571428571429
"SD","Non-Hispanic White",32,1196,"20%-29%","$100k to $150k",0.0267558528428094
"SD","Non-Hispanic White",13,373,"20%-29%","$150k to $200k",0.0348525469168901
"SD","Non-Hispanic White",3,127,"20%-29%","$200k to $250k",0.0236220472440945
"SD","Non-Hispanic White",110,2435,"20%-29%","$50k to $100k",0.0451745379876797
"SD","Non-Hispanic White",47,1556,"30%-39%","$100k to $150k",0.0302056555269923
"SD","Non-Hispanic White",10,403,"30%-39%","$150k to $200k",0.0248138957816377
"SD","Non-Hispanic White",5,129,"30%-39%","$200k to $250k",0.0387596899224806
"SD","Non-Hispanic White",167,4577,"30%-39%","$50k to $100k",0.0364867817347608
"SD","Non-Hispanic White",35,1202,"40%-49%","$100k to $150k",0.0291181364392679
"SD","Non-Hispanic White",9,299,"40%-49%","$150k to $200k",0.0301003344481605
"SD","Non-Hispanic White",1,64,"40%-49%","$200k to $250k",999
"SD","Non-Hispanic White",188,4508,"40%-49%","$50k to $100k",0.0417036379769299
"SD","Non-Hispanic White",27,178,"50%-60%","$100k to $150k",0.151685393258427
"SD","Non-Hispanic White",7,30,"50%-60%","$150k to $200k",999
"SD","Non-Hispanic White",2,8,"50%-60%","$200k to $250k",999
"SD","Non-Hispanic White",126,1025,"50%-60%","$50k to $100k",0.122926829268293
"TN","Hispanic or Latino",15,136,"<20%","$100k to $150k",0.110294117647059
"TN","Hispanic or Latino",6,64,"<20%","$150k to $200k",999
"TN","Hispanic or Latino",5,34,"<20%","$200k to $250k",999
"TN","Hispanic or Latino",70,271,"<20%","$50k to $100k",0.25830258302583
"TN","Hispanic or Latino",23,362,"20%-29%","$100k to $150k",0.0635359116022099
"TN","Hispanic or Latino",11,126,"20%-29%","$150k to $200k",0.0873015873015873
"TN","Hispanic or Latino",6,52,"20%-29%","$200k to $250k",999
"TN","Hispanic or Latino",112,1008,"20%-29%","$50k to $100k",0.111111111111111
"TN","Hispanic or Latino",28,422,"30%-39%","$100k to $150k",0.0663507109004739
"TN","Hispanic or Latino",8,150,"30%-39%","$150k to $200k",0.0533333333333333
"TN","Hispanic or Latino",4,59,"30%-39%","$200k to $250k",999
"TN","Hispanic or Latino",204,2131,"30%-39%","$50k to $100k",0.0957297043641483
"TN","Hispanic or Latino",30,452,"40%-49%","$100k to $150k",0.0663716814159292
"TN","Hispanic or Latino",7,101,"40%-49%","$150k to $200k",0.0693069306930693
"TN","Hispanic or Latino",0,22,"40%-49%","$200k to $250k",999
"TN","Hispanic or Latino",200,2426,"40%-49%","$50k to $100k",0.0824402308326463
"TN","Hispanic or Latino",19,97,"50%-60%","$100k to $150k",999
"TN","Hispanic or Latino",2,22,"50%-60%","$150k to $200k",999
"TN","Hispanic or Latino",3,6,"50%-60%","$200k to $250k",999
"TN","Hispanic or Latino",109,685,"50%-60%","$50k to $100k",0.159124087591241
"TN","Non-Hispanic Asian",13,148,"<20%","$100k to $150k",0.0878378378378378
"TN","Non-Hispanic Asian",5,66,"<20%","$150k to $200k",999
"TN","Non-Hispanic Asian",6,63,"<20%","$200k to $250k",999
"TN","Non-Hispanic Asian",10,107,"<20%","$50k to $100k",0.0934579439252336
"TN","Non-Hispanic Asian",32,440,"20%-29%","$100k to $150k",0.0727272727272727
"TN","Non-Hispanic Asian",6,167,"20%-29%","$150k to $200k",0.0359281437125748
"TN","Non-Hispanic Asian",6,69,"20%-29%","$200k to $250k",999
"TN","Non-Hispanic Asian",36,491,"20%-29%","$50k to $100k",0.0733197556008147
"TN","Non-Hispanic Asian",25,539,"30%-39%","$100k to $150k",0.0463821892393321
"TN","Non-Hispanic Asian",14,177,"30%-39%","$150k to $200k",0.0790960451977401
"TN","Non-Hispanic Asian",3,72,"30%-39%","$200k to $250k",999
"TN","Non-Hispanic Asian",67,939,"30%-39%","$50k to $100k",0.0713525026624068
"TN","Non-Hispanic Asian",26,364,"40%-49%","$100k to $150k",0.0714285714285714
"TN","Non-Hispanic Asian",11,101,"40%-49%","$150k to $200k",0.108910891089109
"TN","Non-Hispanic Asian",5,35,"40%-49%","$200k to $250k",999
"TN","Non-Hispanic Asian",79,1151,"40%-49%","$50k to $100k",0.0686359687228497
"TN","Non-Hispanic Asian",9,53,"50%-60%","$100k to $150k",999
"TN","Non-Hispanic Asian",5,10,"50%-60%","$150k to $200k",999
"TN","Non-Hispanic Asian",2,7,"50%-60%","$200k to $250k",999
"TN","Non-Hispanic Asian",45,214,"50%-60%","$50k to $100k",0.210280373831776
"TN","Non-Hispanic Black",21,128,"<20%","$100k to $150k",0.1640625
"TN","Non-Hispanic Black",9,64,"<20%","$150k to $200k",999
"TN","Non-Hispanic Black",7,30,"<20%","$200k to $250k",999
"TN","Non-Hispanic Black",109,292,"<20%","$50k to $100k",0.373287671232877
"TN","Non-Hispanic Black",35,503,"20%-29%","$100k to $150k",0.0695825049701789
"TN","Non-Hispanic Black",11,157,"20%-29%","$150k to $200k",0.0700636942675159
"TN","Non-Hispanic Black",4,52,"20%-29%","$200k to $250k",999
"TN","Non-Hispanic Black",204,1256,"20%-29%","$50k to $100k",0.162420382165605
"TN","Non-Hispanic Black",71,894,"30%-39%","$100k to $150k",0.0794183445190157
"TN","Non-Hispanic Black",26,251,"30%-39%","$150k to $200k",0.103585657370518
"TN","Non-Hispanic Black",12,93,"30%-39%","$200k to $250k",999
"TN","Non-Hispanic Black",383,3609,"30%-39%","$50k to $100k",0.106123579939041
"TN","Non-Hispanic Black",90,1011,"40%-49%","$100k to $150k",0.0890207715133531
"TN","Non-Hispanic Black",22,200,"40%-49%","$150k to $200k",0.11
"TN","Non-Hispanic Black",4,52,"40%-49%","$200k to $250k",999
"TN","Non-Hispanic Black",564,5010,"40%-49%","$50k to $100k",0.112574850299401
"TN","Non-Hispanic Black",48,320,"50%-60%","$100k to $150k",0.15
"TN","Non-Hispanic Black",5,54,"50%-60%","$150k to $200k",999
"TN","Non-Hispanic Black",3,14,"50%-60%","$200k to $250k",999
"TN","Non-Hispanic Black",344,1991,"50%-60%","$50k to $100k",0.17277749874435
"TN","Non-Hispanic White",256,3717,"<20%","$100k to $150k",0.0688727468388485
"TN","Non-Hispanic White",91,1941,"<20%","$150k to $200k",0.0468830499742401
"TN","Non-Hispanic White",61,1090,"<20%","$200k to $250k",0.0559633027522936
"TN","Non-Hispanic White",981,5476,"<20%","$50k to $100k",0.179145361577794
"TN","Non-Hispanic White",443,10566,"20%-29%","$100k to $150k",0.0419269354533409
"TN","Non-Hispanic White",172,4191,"20%-29%","$150k to $200k",0.0410403245048914
"TN","Non-Hispanic White",51,1816,"20%-29%","$200k to $250k",0.0280837004405286
"TN","Non-Hispanic White",1874,20934,"20%-29%","$50k to $100k",0.0895194420559855
"TN","Non-Hispanic White",581,12900,"30%-39%","$100k to $150k",0.0450387596899225
"TN","Non-Hispanic White",181,4272,"30%-39%","$150k to $200k",0.0423689138576779
"TN","Non-Hispanic White",77,1648,"30%-39%","$200k to $250k",0.0467233009708738
"TN","Non-Hispanic White",2629,37168,"30%-39%","$50k to $100k",0.0707328885062419
"TN","Non-Hispanic White",492,9845,"40%-49%","$100k to $150k",0.0499746063991874
"TN","Non-Hispanic White",159,2848,"40%-49%","$150k to $200k",0.0558286516853933
"TN","Non-Hispanic White",37,996,"40%-49%","$200k to $250k",0.03714859437751
"TN","Non-Hispanic White",2800,35469,"40%-49%","$50k to $100k",0.0789421748569173
"TN","Non-Hispanic White",249,1700,"50%-60%","$100k to $150k",0.146470588235294
"TN","Non-Hispanic White",65,338,"50%-60%","$150k to $200k",0.192307692307692
"TN","Non-Hispanic White",23,84,"50%-60%","$200k to $250k",999
"TN","Non-Hispanic White",1380,8044,"50%-60%","$50k to $100k",0.171556439582297
"TX","Hispanic or Latino",767,2380,"<20%","$100k to $150k",0.322268907563025
"TX","Hispanic or Latino",270,1192,"<20%","$150k to $200k",0.226510067114094
"TX","Hispanic or Latino",107,572,"<20%","$200k to $250k",0.187062937062937
"TX","Hispanic or Latino",2514,4934,"<20%","$50k to $100k",0.509525739764897
"TX","Hispanic or Latino",1070,8804,"20%-29%","$100k to $150k",0.121535665606542
"TX","Hispanic or Latino",285,3122,"20%-29%","$150k to $200k",0.0912876361306855
"TX","Hispanic or Latino",90,1278,"20%-29%","$200k to $250k",0.0704225352112676
"TX","Hispanic or Latino",3924,18669,"20%-29%","$50k to $100k",0.210188012212759
"TX","Hispanic or Latino",1386,16472,"30%-39%","$100k to $150k",0.0841427877610491
"TX","Hispanic or Latino",308,4505,"30%-39%","$150k to $200k",0.0683684794672586
"TX","Hispanic or Latino",98,1596,"30%-39%","$200k to $250k",0.0614035087719298
"TX","Hispanic or Latino",6058,48477,"30%-39%","$50k to $100k",0.12496647894878
"TX","Hispanic or Latino",1486,17344,"40%-49%","$100k to $150k",0.0856780442804428
"TX","Hispanic or Latino",310,4161,"40%-49%","$150k to $200k",0.0745013217976448
"TX","Hispanic or Latino",76,1143,"40%-49%","$200k to $250k",0.0664916885389326
"TX","Hispanic or Latino",8130,69241,"40%-49%","$50k to $100k",0.117415981860458
